Model,Prediction Count - Class 1,Prediction Count - Class 0,Class 0 - precision,Class 0 - recall,Class 0 - f1-score,Class 0 - support,Class 1 - precision,Class 1 - recall,Class 1 - f1-score,Class 1 - support,accuracy,macro avg - precision,macro avg - recall,macro avg - f1-score,macro avg - support,weighted avg - precision,weighted avg - recall,weighted avg - f1-score,weighted avg - support
Finbert-10-epochs,630,70,0.7571428571428571,0.24766355140186916,0.3732394366197183,214.0,0.7444444444444445,0.9650205761316872,0.8405017921146953,486.0,0.7457142857142857,0.7507936507936508,0.6063420637667782,0.6068706143672068,700.0,0.7483265306122449,0.7457142857142857,0.6976530148633738,700.0
