Model,Prediction Count - Class 1,Prediction Count - Class 0,Class 0 - precision,Class 0 - recall,Class 0 - f1-score,Class 0 - support,Class 1 - precision,Class 1 - recall,Class 1 - f1-score,Class 1 - support,accuracy,macro avg - precision,macro avg - recall,macro avg - f1-score,macro avg - support,weighted avg - precision,weighted avg - recall,weighted avg - f1-score,weighted avg - support
distilbert-base-uncased-5-epochs,534,166,0.5903614457831325,0.45794392523364486,0.5157894736842106,214.0,0.7827715355805244,0.8600823045267489,0.819607843137255,486.0,0.7371428571428571,0.6865664906818285,0.6590131148801969,0.6676986584107327,700.0,0.7239490224138931,0.7371428571428571,0.7267262273330385,700.0
